D4111,Neoplasm of uncertain behavior of right renal pelvis,Neoplasm of uncertain behavior of right renal pelvis,Neoplasm of uncertain behavior of renal pelvis
D4112,Neoplasm of uncertain behavior of left renal pelvis,Neoplasm of uncertain behavior of left renal pelvis,Neoplasm of uncertain behavior of renal pelvis
D4120,Neoplasm of uncertain behavior of unspecified ureter,Neoplasm of uncertain behavior of unspecified ureter,Neoplasm of uncertain behavior of ureter
D4121,Neoplasm of uncertain behavior of right ureter,Neoplasm of uncertain behavior of right ureter,Neoplasm of uncertain behavior of ureter
D4122,Neoplasm of uncertain behavior of left ureter,Neoplasm of uncertain behavior of left ureter,Neoplasm of uncertain behavior of ureter
D413,Neoplasm of uncertain behavior of urethra,Neoplasm of uncertain behavior of urethra,Neoplasm of uncertain behavior of urethra
D414,Neoplasm of uncertain behavior of bladder,Neoplasm of uncertain behavior of bladder,Neoplasm of uncertain behavior of bladder
D418,Neoplasm of uncertain behavior of oth urinary organs,Neoplasm of uncertain behavior of other specified urinary organs,Neoplasm of uncertain behavior of other specified urinary organs
D419,Neoplasm of uncertain behavior of unspecified urinary organ,Neoplasm of uncertain behavior of unspecified urinary organ,Neoplasm of uncertain behavior of unspecified urinary organ
D420,Neoplasm of uncertain behavior of cerebral meninges,Neoplasm of uncertain behavior of cerebral meninges,Neoplasm of uncertain behavior of meninges
D421,Neoplasm of uncertain behavior of spinal meninges,Neoplasm of uncertain behavior of spinal meninges,Neoplasm of uncertain behavior of meninges
D429,"Neoplasm of uncertain behavior of meninges, unspecified","Neoplasm of uncertain behavior of meninges, unspecified",Neoplasm of uncertain behavior of meninges
D430,"Neoplasm of uncertain behavior of brain, supratentorial","Neoplasm of uncertain behavior of brain, supratentorial",Neoplasm of uncertain behavior of brain and central nervous system
D431,"Neoplasm of uncertain behavior of brain, infratentorial","Neoplasm of uncertain behavior of brain, infratentorial",Neoplasm of uncertain behavior of brain and central nervous system
D432,"Neoplasm of uncertain behavior of brain, unspecified","Neoplasm of uncertain behavior of brain, unspecified",Neoplasm of uncertain behavior of brain and central nervous system
D433,Neoplasm of uncertain behavior of cranial nerves,Neoplasm of uncertain behavior of cranial nerves,Neoplasm of uncertain behavior of brain and central nervous system
D434,Neoplasm of uncertain behavior of spinal cord,Neoplasm of uncertain behavior of spinal cord,Neoplasm of uncertain behavior of brain and central nervous system
D438,Neoplasm of uncertain behavior of prt central nervous system,Neoplasm of uncertain behavior of other specified parts of central nervous system,Neoplasm of uncertain behavior of brain and central nervous system
D439,"Neoplasm of uncertain behavior of cnsl, unsp","Neoplasm of uncertain behavior of central nervous system, unspecified",Neoplasm of uncertain behavior of brain and central nervous system
D440,Neoplasm of uncertain behavior of thyroid gland,Neoplasm of uncertain behavior of thyroid gland,Neoplasm of uncertain behavior of endocrine glands
D4410,Neoplasm of uncertain behavior of unspecified adrenal gland,Neoplasm of uncertain behavior of unspecified adrenal gland,Neoplasm of uncertain behavior of adrenal gland
D4411,Neoplasm of uncertain behavior of right adrenal gland,Neoplasm of uncertain behavior of right adrenal gland,Neoplasm of uncertain behavior of adrenal gland
D4412,Neoplasm of uncertain behavior of left adrenal gland,Neoplasm of uncertain behavior of left adrenal gland,Neoplasm of uncertain behavior of adrenal gland
D442,Neoplasm of uncertain behavior of parathyroid gland,Neoplasm of uncertain behavior of parathyroid gland,Neoplasm of uncertain behavior of parathyroid gland
D443,Neoplasm of uncertain behavior of pituitary gland,Neoplasm of uncertain behavior of pituitary gland,Neoplasm of uncertain behavior of pituitary gland
D444,Neoplasm of uncertain behavior of craniopharyngeal duct,Neoplasm of uncertain behavior of craniopharyngeal duct,Neoplasm of uncertain behavior of craniopharyngeal duct
D445,Neoplasm of uncertain behavior of pineal gland,Neoplasm of uncertain behavior of pineal gland,Neoplasm of uncertain behavior of pineal gland
D446,Neoplasm of uncertain behavior of carotid body,Neoplasm of uncertain behavior of carotid body,Neoplasm of uncertain behavior of carotid body
D447,Neoplasm of uncrt behav of aortic body and oth paraganglia,Neoplasm of uncertain behavior of aortic body and other paraganglia,Neoplasm of uncertain behavior of aortic body and other paraganglia
D449,Neoplasm of uncertain behavior of unsp endocrine gland,Neoplasm of uncertain behavior of unspecified endocrine gland,Neoplasm of uncertain behavior of unspecified endocrine gland
D45,Polycythemia vera,Polycythemia vera,Polycythemia vera
D460,"Refractory anemia without ring sideroblasts, so stated","Refractory anemia without ring sideroblasts, so stated",Myelodysplastic syndromes
D461,Refractory anemia with ring sideroblasts,Refractory anemia with ring sideroblasts,Myelodysplastic syndromes
D4620,"Refractory anemia with excess of blasts, unspecified","Refractory anemia with excess of blasts, unspecified",Refractory anemia with excess of blasts [RAEB]
D4621,Refractory anemia with excess of blasts 1,Refractory anemia with excess of blasts 1,Refractory anemia with excess of blasts [RAEB]
D4622,Refractory anemia with excess of blasts 2,Refractory anemia with excess of blasts 2,Refractory anemia with excess of blasts [RAEB]
D46A,Refractory cytopenia with multilineage dysplasia,Refractory cytopenia with multilineage dysplasia,Refractory cytopenia with multilineage dysplasia
D46B,Refract cytopenia w multilin dysplasia and ring sideroblasts,Refractory cytopenia with multilineage dysplasia and ring sideroblasts,Refractory cytopenia with multilineage dysplasia and ring sideroblasts
D46C,Myelodysplastic syndrome w isolated del(5q) chromsoml abnlt,Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality,Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality
D464,"Refractory anemia, unspecified","Refractory anemia, unspecified","Refractory anemia, unspecified"
D46Z,Other myelodysplastic syndromes,Other myelodysplastic syndromes,Other myelodysplastic syndromes
D469,"Myelodysplastic syndrome, unspecified","Myelodysplastic syndrome, unspecified","Myelodysplastic syndrome, unspecified"
D4701,Cutaneous mastocytosis,Cutaneous mastocytosis,Mast cell neoplasms of uncertain behavior
D4702,Systemic mastocytosis,Systemic mastocytosis,Mast cell neoplasms of uncertain behavior
D4709,Other mast cell neoplasms of uncertain behavior,Other mast cell neoplasms of uncertain behavior,Mast cell neoplasms of uncertain behavior
D471,Chronic myeloproliferative disease,Chronic myeloproliferative disease,Chronic myeloproliferative disease
D472,Monoclonal gammopathy,Monoclonal gammopathy,Monoclonal gammopathy
D473,Essential (hemorrhagic) thrombocythemia,Essential (hemorrhagic) thrombocythemia,Essential (hemorrhagic) thrombocythemia
D474,Osteomyelofibrosis,Osteomyelofibrosis,Osteomyelofibrosis
D47Z1,Post-transplant lymphoproliferative disorder (PTLD),Post-transplant lymphoproliferative disorder (PTLD),"Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
D47Z2,Castleman disease,Castleman disease,"Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
D47Z9,"Oth neoplm of uncrt behav of lymphoid, hematpoetc & rel tiss","Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue","Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
D479,"Neoplm of uncrt behav of lymphoid,hematpoetc & rel tiss,unsp","Neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified","Neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified"
D480,Neoplasm of uncertain behavior of bone/artic cartl,Neoplasm of uncertain behavior of bone and articular cartilage,Neoplasm of uncertain behavior of other and unspecified sites
D481,Neoplasm of uncertain behavior of connctv/soft tiss,Neoplasm of uncertain behavior of connective and other soft tissue,Neoplasm of uncertain behavior of other and unspecified sites
D482,Neoplm of uncrt behav of prph nerves and autonm nervous sys,Neoplasm of uncertain behavior of peripheral nerves and autonomic nervous system,Neoplasm of uncertain behavior of other and unspecified sites
D483,Neoplasm of uncertain behavior of retroperitoneum,Neoplasm of uncertain behavior of retroperitoneum,Neoplasm of uncertain behavior of other and unspecified sites
D484,Neoplasm of uncertain behavior of peritoneum,Neoplasm of uncertain behavior of peritoneum,Neoplasm of uncertain behavior of other and unspecified sites
D485,Neoplasm of uncertain behavior of skin,Neoplasm of uncertain behavior of skin,Neoplasm of uncertain behavior of other and unspecified sites
D4860,Neoplasm of uncertain behavior of unspecified breast,Neoplasm of uncertain behavior of unspecified breast,Neoplasm of uncertain behavior of breast
D4861,Neoplasm of uncertain behavior of right breast,Neoplasm of uncertain behavior of right breast,Neoplasm of uncertain behavior of breast
D4862,Neoplasm of uncertain behavior of left breast,Neoplasm of uncertain behavior of left breast,Neoplasm of uncertain behavior of breast
D487,Neoplasm of uncertain behavior of other specified sites,Neoplasm of uncertain behavior of other specified sites,Neoplasm of uncertain behavior of other specified sites
D489,"Neoplasm of uncertain behavior, unspecified","Neoplasm of uncertain behavior, unspecified","Neoplasm of uncertain behavior, unspecified"
D490,Neoplasm of unspecified behavior of digestive system,Neoplasm of unspecified behavior of digestive system,Neoplasms of unspecified behavior
D491,Neoplasm of unspecified behavior of respiratory system,Neoplasm of unspecified behavior of respiratory system,Neoplasms of unspecified behavior
D492,"Neoplasm of unsp behavior of bone, soft tissue, and skin","Neoplasm of unspecified behavior of bone, soft tissue, and skin",Neoplasms of unspecified behavior
D493,Neoplasm of unspecified behavior of breast,Neoplasm of unspecified behavior of breast,Neoplasms of unspecified behavior
D494,Neoplasm of unspecified behavior of bladder,Neoplasm of unspecified behavior of bladder,Neoplasms of unspecified behavior
D49511,Neoplasm of unspecified behavior of right kidney,Neoplasm of unspecified behavior of right kidney,Neoplasm of unspecified behavior of kidney
D49512,Neoplasm of unspecified behavior of left kidney,Neoplasm of unspecified behavior of left kidney,Neoplasm of unspecified behavior of kidney
D49519,Neoplasm of unspecified behavior of unspecified kidney,Neoplasm of unspecified behavior of unspecified kidney,Neoplasm of unspecified behavior of kidney
D4959,Neoplasm of unspecified behavior of other GU organ,Neoplasm of unspecified behavior of other genitourinary organ,Neoplasm of unspecified behavior of other genitourinary organ
D496,Neoplasm of unspecified behavior of brain,Neoplasm of unspecified behavior of brain,Neoplasm of unspecified behavior of brain
D497,Neoplm of unsp behav of endo glands and oth prt nervous sys,Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system,Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system
D4981,Neoplasm of unspecified behavior of retina and choroid,Neoplasm of unspecified behavior of retina and choroid,Neoplasm of unspecified behavior of other specified sites
D4989,Neoplasm of unspecified behavior of other specified sites,Neoplasm of unspecified behavior of other specified sites,Neoplasm of unspecified behavior of other specified sites
D499,Neoplasm of unspecified behavior of unspecified site,Neoplasm of unspecified behavior of unspecified site,Neoplasm of unspecified behavior of unspecified site
D500,Iron deficiency anemia secondary to blood loss (chronic),Iron deficiency anemia secondary to blood loss (chronic),Iron deficiency anemia
D501,Sideropenic dysphagia,Sideropenic dysphagia,Iron deficiency anemia
D508,Other iron deficiency anemias,Other iron deficiency anemias,Iron deficiency anemia
D509,"Iron deficiency anemia, unspecified","Iron deficiency anemia, unspecified",Iron deficiency anemia
D510,Vitamin B12 defic anemia due to intrinsic factor deficiency,Vitamin B12 deficiency anemia due to intrinsic factor deficiency,Vitamin B12 deficiency anemia
D511,Vit B12 defic anemia d/t slctv vit B12 malabsorp w protein,Vitamin B12 deficiency anemia due to selective vitamin B12 malabsorption with proteinuria,Vitamin B12 deficiency anemia
D512,Transcobalamin II deficiency,Transcobalamin II deficiency,Vitamin B12 deficiency anemia
D513,Other dietary vitamin B12 deficiency anemia,Other dietary vitamin B12 deficiency anemia,Vitamin B12 deficiency anemia
D518,Other vitamin B12 deficiency anemias,Other vitamin B12 deficiency anemias,Vitamin B12 deficiency anemia
D519,"Vitamin B12 deficiency anemia, unspecified","Vitamin B12 deficiency anemia, unspecified",Vitamin B12 deficiency anemia
D520,Dietary folate deficiency anemia,Dietary folate deficiency anemia,Folate deficiency anemia
D521,Drug-induced folate deficiency anemia,Drug-induced folate deficiency anemia,Folate deficiency anemia
D528,Other folate deficiency anemias,Other folate deficiency anemias,Folate deficiency anemia
D529,"Folate deficiency anemia, unspecified","Folate deficiency anemia, unspecified",Folate deficiency anemia
D530,Protein deficiency anemia,Protein deficiency anemia,Other nutritional anemias
D531,"Other megaloblastic anemias, not elsewhere classified","Other megaloblastic anemias, not elsewhere classified",Other nutritional anemias
D532,Scorbutic anemia,Scorbutic anemia,Other nutritional anemias
D538,Other specified nutritional anemias,Other specified nutritional anemias,Other nutritional anemias
D539,"Nutritional anemia, unspecified","Nutritional anemia, unspecified",Other nutritional anemias
D550,Anemia due to glucose-6-phosphate dehydrogenase deficiency,Anemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency,Anemia due to enzyme disorders
D551,Anemia due to other disorders of glutathione metabolism,Anemia due to other disorders of glutathione metabolism,Anemia due to enzyme disorders
D552,Anemia due to disorders of glycolytic enzymes,Anemia due to disorders of glycolytic enzymes,Anemia due to enzyme disorders
D553,Anemia due to disorders of nucleotide metabolism,Anemia due to disorders of nucleotide metabolism,Anemia due to enzyme disorders
D558,Other anemias due to enzyme disorders,Other anemias due to enzyme disorders,Anemia due to enzyme disorders
D559,"Anemia due to enzyme disorder, unspecified","Anemia due to enzyme disorder, unspecified",Anemia due to enzyme disorders
D560,Alpha thalassemia,Alpha thalassemia,Thalassemia
D561,Beta thalassemia,Beta thalassemia,Thalassemia
D562,Delta-beta thalassemia,Delta-beta thalassemia,Thalassemia
D563,Thalassemia minor,Thalassemia minor,Thalassemia
D564,Hereditary persistence of fetal hemoglobin [HPFH],Hereditary persistence of fetal hemoglobin [HPFH],Thalassemia
D565,Hemoglobin E-beta thalassemia,Hemoglobin E-beta thalassemia,Thalassemia
D568,Other thalassemias,Other thalassemias,Thalassemia
D569,"Thalassemia, unspecified","Thalassemia, unspecified",Thalassemia
D5700,"Hb-SS disease with crisis, unspecified","Hb-SS disease with crisis, unspecified",Hb-SS disease with crisis
D5701,Hb-SS disease with acute chest syndrome,Hb-SS disease with acute chest syndrome,Hb-SS disease with crisis
D5702,Hb-SS disease with splenic sequestration,Hb-SS disease with splenic sequestration,Hb-SS disease with crisis
D571,Sickle-cell disease without crisis,Sickle-cell disease without crisis,Sickle-cell disease without crisis
D5720,Sickle-cell/Hb-C disease without crisis,Sickle-cell/Hb-C disease without crisis,Sickle-cell/Hb-C disease
D57211,Sickle-cell/Hb-C disease with acute chest syndrome,Sickle-cell/Hb-C disease with acute chest syndrome,Sickle-cell/Hb-C disease with crisis
D57212,Sickle-cell/Hb-C disease with splenic sequestration,Sickle-cell/Hb-C disease with splenic sequestration,Sickle-cell/Hb-C disease with crisis
D57219,"Sickle-cell/Hb-C disease with crisis, unspecified","Sickle-cell/Hb-C disease with crisis, unspecified",Sickle-cell/Hb-C disease with crisis
D573,Sickle-cell trait,Sickle-cell trait,Sickle-cell trait
D5740,Sickle-cell thalassemia without crisis,Sickle-cell thalassemia without crisis,Sickle-cell thalassemia
D57411,Sickle-cell thalassemia with acute chest syndrome,Sickle-cell thalassemia with acute chest syndrome,Sickle-cell thalassemia with crisis
D57412,Sickle-cell thalassemia with splenic sequestration,Sickle-cell thalassemia with splenic sequestration,Sickle-cell thalassemia with crisis
D57419,"Sickle-cell thalassemia with crisis, unspecified","Sickle-cell thalassemia with crisis, unspecified",Sickle-cell thalassemia with crisis
D5780,Other sickle-cell disorders without crisis,Other sickle-cell disorders without crisis,Other sickle-cell disorders
D57811,Other sickle-cell disorders with acute chest syndrome,Other sickle-cell disorders with acute chest syndrome,Other sickle-cell disorders with crisis
D57812,Other sickle-cell disorders with splenic sequestration,Other sickle-cell disorders with splenic sequestration,Other sickle-cell disorders with crisis
D57819,"Other sickle-cell disorders with crisis, unspecified","Other sickle-cell disorders with crisis, unspecified",Other sickle-cell disorders with crisis
D580,Hereditary spherocytosis,Hereditary spherocytosis,Other hereditary hemolytic anemias
D581,Hereditary elliptocytosis,Hereditary elliptocytosis,Other hereditary hemolytic anemias
D582,Other hemoglobinopathies,Other hemoglobinopathies,Other hereditary hemolytic anemias
D588,Other specified hereditary hemolytic anemias,Other specified hereditary hemolytic anemias,Other hereditary hemolytic anemias
D589,"Hereditary hemolytic anemia, unspecified","Hereditary hemolytic anemia, unspecified",Other hereditary hemolytic anemias
D590,Drug-induced autoimmune hemolytic anemia,Drug-induced autoimmune hemolytic anemia,Acquired hemolytic anemia
D591,Other autoimmune hemolytic anemias,Other autoimmune hemolytic anemias,Acquired hemolytic anemia
D592,Drug-induced nonautoimmune hemolytic anemia,Drug-induced nonautoimmune hemolytic anemia,Acquired hemolytic anemia
D593,Hemolytic-uremic syndrome,Hemolytic-uremic syndrome,Acquired hemolytic anemia
D594,Other nonautoimmune hemolytic anemias,Other nonautoimmune hemolytic anemias,Acquired hemolytic anemia
D595,Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli],Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli],Acquired hemolytic anemia
D596,Hemoglobinuria due to hemolysis from other external causes,Hemoglobinuria due to hemolysis from other external causes,Acquired hemolytic anemia
D598,Other acquired hemolytic anemias,Other acquired hemolytic anemias,Acquired hemolytic anemia
D599,"Acquired hemolytic anemia, unspecified","Acquired hemolytic anemia, unspecified",Acquired hemolytic anemia
D600,Chronic acquired pure red cell aplasia,Chronic acquired pure red cell aplasia,Acquired pure red cell aplasia [erythroblastopenia]
D601,Transient acquired pure red cell aplasia,Transient acquired pure red cell aplasia,Acquired pure red cell aplasia [erythroblastopenia]
D608,Other acquired pure red cell aplasias,Other acquired pure red cell aplasias,Acquired pure red cell aplasia [erythroblastopenia]
D609,"Acquired pure red cell aplasia, unspecified","Acquired pure red cell aplasia, unspecified",Acquired pure red cell aplasia [erythroblastopenia]
D6101,Constitutional (pure) red blood cell aplasia,Constitutional (pure) red blood cell aplasia,Constitutional aplastic anemia
D6109,Other constitutional aplastic anemia,Other constitutional aplastic anemia,Constitutional aplastic anemia
D611,Drug-induced aplastic anemia,Drug-induced aplastic anemia,Drug-induced aplastic anemia
D612,Aplastic anemia due to other external agents,Aplastic anemia due to other external agents,Aplastic anemia due to other external agents
D613,Idiopathic aplastic anemia,Idiopathic aplastic anemia,Idiopathic aplastic anemia
D61810,Antineoplastic chemotherapy induced pancytopenia,Antineoplastic chemotherapy induced pancytopenia,Pancytopenia
D61811,Other drug-induced pancytopenia,Other drug-induced pancytopenia,Pancytopenia
D61818,Other pancytopenia,Other pancytopenia,Pancytopenia
D6182,Myelophthisis,Myelophthisis,Myelophthisis
D6189,Oth aplastic anemias and other bone marrow failure syndromes,Other specified aplastic anemias and other bone marrow failure syndromes,Other specified aplastic anemias and other bone marrow failure syndromes
D619,"Aplastic anemia, unspecified","Aplastic anemia, unspecified","Aplastic anemia, unspecified"
D62,Acute posthemorrhagic anemia,Acute posthemorrhagic anemia,Acute posthemorrhagic anemia
D630,Anemia in neoplastic disease,Anemia in neoplastic disease,Anemia in chronic diseases classified elsewhere
D631,Anemia in chronic kidney disease,Anemia in chronic kidney disease,Anemia in chronic diseases classified elsewhere
D638,Anemia in other chronic diseases classified elsewhere,Anemia in other chronic diseases classified elsewhere,Anemia in chronic diseases classified elsewhere
D640,Hereditary sideroblastic anemia,Hereditary sideroblastic anemia,Other anemias
D641,Secondary sideroblastic anemia due to disease,Secondary sideroblastic anemia due to disease,Other anemias
D642,Secondary sideroblastic anemia due to drugs and toxins,Secondary sideroblastic anemia due to drugs and toxins,Other anemias
D643,Other sideroblastic anemias,Other sideroblastic anemias,Other anemias
D644,Congenital dyserythropoietic anemia,Congenital dyserythropoietic anemia,Other anemias
D6481,Anemia due to antineoplastic chemotherapy,Anemia due to antineoplastic chemotherapy,Other specified anemias
D6489,Other specified anemias,Other specified anemias,Other specified anemias
D649,"Anemia, unspecified","Anemia, unspecified","Anemia, unspecified"
D65,Disseminated intravascular coagulation,Disseminated intravascular coagulation [defibrination syndrome],Disseminated intravascular coagulation [defibrination syndrome]
D66,Hereditary factor VIII deficiency,Hereditary factor VIII deficiency,Hereditary factor VIII deficiency
D67,Hereditary factor IX deficiency,Hereditary factor IX deficiency,Hereditary factor IX deficiency
D680,Von Willebrand's disease,Von Willebrand's disease,Other coagulation defects
D681,Hereditary factor XI deficiency,Hereditary factor XI deficiency,Other coagulation defects
D682,Hereditary deficiency of other clotting factors,Hereditary deficiency of other clotting factors,Other coagulation defects
D68311,Acquired hemophilia,Acquired hemophilia,"Hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors"
D68312,Antiphospholipid antibody with hemorrhagic disorder,Antiphospholipid antibody with hemorrhagic disorder,"Hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors"
D68318,"Oth hemorrhagic disord d/t intrns circ anticoag,antib,inhib","Other hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors","Hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors"
D6832,Hemorrhagic disord d/t extrinsic circulating anticoagulants,Hemorrhagic disorder due to extrinsic circulating anticoagulants,Hemorrhagic disorder due to extrinsic circulating anticoagulants
D684,Acquired coagulation factor deficiency,Acquired coagulation factor deficiency,Acquired coagulation factor deficiency
D6851,Activated protein C resistance,Activated protein C resistance,Primary thrombophilia
D6852,Prothrombin gene mutation,Prothrombin gene mutation,Primary thrombophilia
D6859,Other primary thrombophilia,Other primary thrombophilia,Primary thrombophilia
D6861,Antiphospholipid syndrome,Antiphospholipid syndrome,Other thrombophilia
D6862,Lupus anticoagulant syndrome,Lupus anticoagulant syndrome,Other thrombophilia
D6869,Other thrombophilia,Other thrombophilia,Other thrombophilia
D688,Other specified coagulation defects,Other specified coagulation defects,Other specified coagulation defects
D689,"Coagulation defect, unspecified","Coagulation defect, unspecified","Coagulation defect, unspecified"
D690,Allergic purpura,Allergic purpura,Purpura and other hemorrhagic conditions
D691,Qualitative platelet defects,Qualitative platelet defects,Purpura and other hemorrhagic conditions
D692,Other nonthrombocytopenic purpura,Other nonthrombocytopenic purpura,Purpura and other hemorrhagic conditions
D693,Immune thrombocytopenic purpura,Immune thrombocytopenic purpura,Purpura and other hemorrhagic conditions
D6941,Evans syndrome,Evans syndrome,Other primary thrombocytopenia
D6942,Congenital and hereditary thrombocytopenia purpura,Congenital and hereditary thrombocytopenia purpura,Other primary thrombocytopenia
D6949,Other primary thrombocytopenia,Other primary thrombocytopenia,Other primary thrombocytopenia
D6951,Posttransfusion purpura,Posttransfusion purpura,Secondary thrombocytopenia
D6959,Other secondary thrombocytopenia,Other secondary thrombocytopenia,Secondary thrombocytopenia
D696,"Thrombocytopenia, unspecified","Thrombocytopenia, unspecified","Thrombocytopenia, unspecified"
D698,Other specified hemorrhagic conditions,Other specified hemorrhagic conditions,Other specified hemorrhagic conditions
D699,"Hemorrhagic condition, unspecified","Hemorrhagic condition, unspecified","Hemorrhagic condition, unspecified"
D700,Congenital agranulocytosis,Congenital agranulocytosis,Neutropenia
D701,Agranulocytosis secondary to cancer chemotherapy,Agranulocytosis secondary to cancer chemotherapy,Neutropenia
D702,Other drug-induced agranulocytosis,Other drug-induced agranulocytosis,Neutropenia
D703,Neutropenia due to infection,Neutropenia due to infection,Neutropenia
D704,Cyclic neutropenia,Cyclic neutropenia,Neutropenia
D708,Other neutropenia,Other neutropenia,Neutropenia
D709,"Neutropenia, unspecified","Neutropenia, unspecified",Neutropenia
D71,Functional disorders of polymorphonuclear neutrophils,Functional disorders of polymorphonuclear neutrophils,Functional disorders of polymorphonuclear neutrophils
D720,Genetic anomalies of leukocytes,Genetic anomalies of leukocytes,Other disorders of white blood cells
D721,Eosinophilia,Eosinophilia,Other disorders of white blood cells
D72810,Lymphocytopenia,Lymphocytopenia,Decreased white blood cell count
D72818,Other decreased white blood cell count,Other decreased white blood cell count,Decreased white blood cell count
D72819,"Decreased white blood cell count, unspecified","Decreased white blood cell count, unspecified",Decreased white blood cell count
D72820,Lymphocytosis (symptomatic),Lymphocytosis (symptomatic),Elevated white blood cell count
D72821,Monocytosis (symptomatic),Monocytosis (symptomatic),Elevated white blood cell count
D72822,Plasmacytosis,Plasmacytosis,Elevated white blood cell count
D72823,Leukemoid reaction,Leukemoid reaction,Elevated white blood cell count
D72824,Basophilia,Basophilia,Elevated white blood cell count
D72825,Bandemia,Bandemia,Elevated white blood cell count
D72828,Other elevated white blood cell count,Other elevated white blood cell count,Elevated white blood cell count
D72829,"Elevated white blood cell count, unspecified","Elevated white blood cell count, unspecified",Elevated white blood cell count
D7289,Other specified disorders of white blood cells,Other specified disorders of white blood cells,Other specified disorders of white blood cells
D729,"Disorder of white blood cells, unspecified","Disorder of white blood cells, unspecified","Disorder of white blood cells, unspecified"
D730,Hyposplenism,Hyposplenism,Diseases of spleen
D731,Hypersplenism,Hypersplenism,Diseases of spleen
D732,Chronic congestive splenomegaly,Chronic congestive splenomegaly,Diseases of spleen
D733,Abscess of spleen,Abscess of spleen,Diseases of spleen
D734,Cyst of spleen,Cyst of spleen,Diseases of spleen
D735,Infarction of spleen,Infarction of spleen,Diseases of spleen
D7381,Neutropenic splenomegaly,Neutropenic splenomegaly,Other diseases of spleen
D7389,Other diseases of spleen,Other diseases of spleen,Other diseases of spleen
D739,"Disease of spleen, unspecified","Disease of spleen, unspecified","Disease of spleen, unspecified"
D740,Congenital methemoglobinemia,Congenital methemoglobinemia,Methemoglobinemia
D748,Other methemoglobinemias,Other methemoglobinemias,Methemoglobinemia
D749,"Methemoglobinemia, unspecified","Methemoglobinemia, unspecified",Methemoglobinemia
D750,Familial erythrocytosis,Familial erythrocytosis,Other and unspecified diseases of blood and blood-forming organs
D751,Secondary polycythemia,Secondary polycythemia,Other and unspecified diseases of blood and blood-forming organs
D7581,Myelofibrosis,Myelofibrosis,Other specified diseases of blood and blood-forming organs
D7582,Heparin induced thrombocytopenia (HIT),Heparin induced thrombocytopenia (HIT),Other specified diseases of blood and blood-forming organs
D7589,Other specified diseases of blood and blood-forming organs,Other specified diseases of blood and blood-forming organs,Other specified diseases of blood and blood-forming organs
D759,"Disease of blood and blood-forming organs, unspecified","Disease of blood and blood-forming organs, unspecified","Disease of blood and blood-forming organs, unspecified"
D761,Hemophagocytic lymphohistiocytosis,Hemophagocytic lymphohistiocytosis,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue
D762,"Hemophagocytic syndrome, infection-associated","Hemophagocytic syndrome, infection-associated",Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue
D763,Other histiocytosis syndromes,Other histiocytosis syndromes,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue
D77,Oth disord of bld/bld-frm organs in diseases classd elswhr,Other disorders of blood and blood-forming organs in diseases classified elsewhere,Other disorders of blood and blood-forming organs in diseases classified elsewhere
D7801,Intraop hemor/hemtom of the spleen comp a proc on the spleen,Intraoperative hemorrhage and hematoma of the spleen complicating a procedure on the spleen,Intraoperative hemorrhage and hematoma of the spleen complicating a procedure
D7802,Intraop hemor/hemtom of the spleen comp oth procedure,Intraoperative hemorrhage and hematoma of the spleen complicating other procedure,Intraoperative hemorrhage and hematoma of the spleen complicating a procedure
D7811,Accidental pnctr & lac of the spleen dur proc on the spleen,Accidental puncture and laceration of the spleen during a procedure on the spleen,Accidental puncture and laceration of the spleen during a procedure
D7812,Accidental pnctr & lac of the spleen during oth procedure,Accidental puncture and laceration of the spleen during other procedure,Accidental puncture and laceration of the spleen during a procedure
D7821,Postprocedural hemorrhage of the spleen fol proc on spleen,Postprocedural hemorrhage of the spleen following a procedure on the spleen,Postprocedural hemorrhage of the spleen following a procedure
D7822,Postproc hemorrhage of the spleen following other procedure,Postprocedural hemorrhage of the spleen following other procedure,Postprocedural hemorrhage of the spleen following a procedure
D7831,Postprocedural hematoma of the spleen fol proc on spleen,Postprocedural hematoma of the spleen following a procedure on the spleen,Postprocedural hematoma and seroma of the spleen following a procedure
D7832,Postproc hematoma of the spleen following other procedure,Postprocedural hematoma of the spleen following other procedure,Postprocedural hematoma and seroma of the spleen following a procedure
